DATE,CWUR0000SA0
2023-01-01,293.565
2023-02-01,295.057
2023-03-01,296.021
2023-04-01,297.730
2023-05-01,298.382
2023-06-01,299.394
2023-07-01,299.899
2023-08-01,301.551
2023-09-01,302.257
2023-10-01,302.071
2023-11-01,301.224
2023-12-01,300.728
2024-01-01,302.201
2024-02-01,304.284
2024-03-01,306.502
2024-04-01,307.811
2024-05-01,308.163
2024-06-01,308.054
2024-07-01,308.501
2024-08-01,308.640
